time,close,volume,timestamp
2017-08-15T03:00:00.000Z,4405,18229884,1502766000000
2017-08-15T04:00:00.000Z,4394.1,12531437,1502769600000
2017-08-15T05:00:00.000Z,4356.4,16904281,1502773200000
2017-08-15T06:00:00.000Z,4373.2,6388306,1502776800000
2017-08-15T07:00:00.000Z,4267.5,21896353,1502780400000
2017-08-15T08:00:00.000Z,4301.1,12506161,1502784000000
2017-08-15T09:00:00.000Z,4231.4,13153823,1502787600000
2017-08-15T10:00:00.000Z,4139.9,30997358,1502791200000
2017-08-15T11:00:00.000Z,4068.9,44080125,1502794800000
2017-08-15T12:00:00.000Z,4121.4,15500712,1502798400000
2017-08-15T13:00:00.000Z,4080.8,17479940,1502802000000
2017-08-15T14:00:00.000Z,3970.6,21713253,1502805600000
2017-08-15T15:00:00.000Z,3935,43587190,1502809200000
2017-08-15T16:00:00.000Z,3988.9,22259438,1502812800000
2017-08-15T17:00:00.000Z,4079.3,17226207,1502816400000
2017-08-15T18:00:00.000Z,4096.8,12911568,1502820000000
2017-08-15T19:00:00.000Z,4075.9,18959398,1502823600000
2017-08-15T20:00:00.000Z,4041.9,13950360,1502827200000
2017-08-15T21:00:00.000Z,4083.7,13323406,1502830800000
2017-08-15T22:00:00.000Z,4147.4,10755718,1502834400000
2017-08-15T23:00:00.000Z,4186.6,14903555,1502838000000
2017-08-16T00:00:00.000Z,4158.1,8144031,1502841600000
2017-08-16T01:00:00.000Z,4132.6,12716320,1502845200000
2017-08-16T02:00:00.000Z,4146.7,13556234,1502848800000
2017-08-16T03:00:00.000Z,4035.3,14115737,1502852400000
2017-08-16T04:00:00.000Z,4058.5,6455276,1502856000000
2017-08-16T05:00:00.000Z,4043.6,6141852,1502859600000
2017-08-16T06:00:00.000Z,3985.6,14900667,1502863200000
2017-08-16T07:00:00.000Z,4042.5,11109318,1502866800000
2017-08-16T08:00:00.000Z,4065.7,8808111,1502870400000
2017-08-16T09:00:00.000Z,4158.6,12712380,1502874000000
2017-08-16T10:00:00.000Z,4142.5,7400644,1502877600000
2017-08-16T11:00:00.000Z,4082.6,6863172,1502881200000
2017-08-16T12:00:00.000Z,4060,10385916,1502884800000
2017-08-16T13:00:00.000Z,4124.8,12130948,1502888400000
2017-08-16T14:00:00.000Z,4114,6191275,1502892000000
2017-08-16T15:00:00.000Z,4120.2,6503430,1502895600000
2017-08-16T16:00:00.000Z,4320,37089076,1502899200000
2017-08-16T17:00:00.000Z,4299.1,21868853,1502902800000
2017-08-16T18:00:00.000Z,4281,10830482,1502906400000
2017-08-16T19:00:00.000Z,4336.5,12313053,1502910000000
2017-08-16T20:00:00.000Z,4328.7,6345303,1502913600000
2017-08-16T21:00:00.000Z,4373.3,10154182,1502917200000
2017-08-16T22:00:00.000Z,4330.2,8526761,1502920800000
2017-08-16T23:00:00.000Z,4352,8621280,1502924400000
2017-08-17T00:00:00.000Z,4402.3,8653836,1502928000000
