time,close,volume,timestamp
2019-04-20T22:00:00.000Z,5269,117109477,1555797600000
2019-04-20T23:00:00.000Z,5292,61109568,1555801200000
2019-04-21T00:00:00.000Z,5320,57019906,1555804800000
2019-04-21T01:00:00.000Z,5330.5,56423999,1555808400000
2019-04-21T02:00:00.000Z,5327.5,14276185,1555812000000
2019-04-21T03:00:00.000Z,5332.5,17536176,1555815600000
2019-04-21T04:00:00.000Z,5335.5,33259696,1555819200000
2019-04-21T05:00:00.000Z,5327.5,25505094,1555822800000
2019-04-21T06:00:00.000Z,5314.5,29177885,1555826400000
2019-04-21T07:00:00.000Z,5323.5,17972418,1555830000000
2019-04-21T08:00:00.000Z,5316,31191090,1555833600000
2019-04-21T09:00:00.000Z,5306.5,96627345,1555837200000
2019-04-21T10:00:00.000Z,5250,191676251,1555840800000
2019-04-21T11:00:00.000Z,5261,79802394,1555844400000
2019-04-21T12:00:00.000Z,5258.5,38768144,1555848000000
2019-04-21T13:00:00.000Z,5249,122756546,1555851600000
2019-04-21T14:00:00.000Z,5265.5,43090164,1555855200000
2019-04-21T15:00:00.000Z,5269.5,28530066,1555858800000
2019-04-21T16:00:00.000Z,5278.5,31848759,1555862400000
2019-04-21T17:00:00.000Z,5268,28470441,1555866000000
2019-04-21T18:00:00.000Z,5264,37957296,1555869600000
2019-04-21T19:00:00.000Z,5236,74897570,1555873200000
2019-04-21T20:00:00.000Z,5255.5,43207738,1555876800000
2019-04-21T21:00:00.000Z,5234.5,39619195,1555880400000
2019-04-21T22:00:00.000Z,5270,61768429,1555884000000
2019-04-21T23:00:00.000Z,5289,65594389,1555887600000
2019-04-22T00:00:00.000Z,5295.5,51300758,1555891200000
2019-04-22T01:00:00.000Z,5290.5,28950650,1555894800000
2019-04-22T02:00:00.000Z,5269.5,45888925,1555898400000
2019-04-22T03:00:00.000Z,5264.5,26354910,1555902000000
2019-04-22T04:00:00.000Z,5258,37730339,1555905600000
2019-04-22T05:00:00.000Z,5277,25645880,1555909200000
2019-04-22T06:00:00.000Z,5275.5,45307754,1555912800000
2019-04-22T07:00:00.000Z,5284.5,31031204,1555916400000
2019-04-22T08:00:00.000Z,5277,18610741,1555920000000
2019-04-22T09:00:00.000Z,5287.5,29593479,1555923600000
2019-04-22T10:00:00.000Z,5299.5,73621150,1555927200000
2019-04-22T11:00:00.000Z,5314.5,61907294,1555930800000
2019-04-22T12:00:00.000Z,5309,66504481,1555934400000
2019-04-22T13:00:00.000Z,5308,38058116,1555938000000
2019-04-22T14:00:00.000Z,5298,43010047,1555941600000
2019-04-22T15:00:00.000Z,5317,62398197,1555945200000
2019-04-22T16:00:00.000Z,5308,281823121,1555948800000
2019-04-22T17:00:00.000Z,5300.5,145611699,1555952400000
2019-04-22T18:00:00.000Z,5365.5,142613607,1555956000000
2019-04-22T19:00:00.000Z,5408,182082961,1555959600000
2019-04-22T20:00:00.000Z,5382.5,152140821,1555963200000
2019-04-22T21:00:00.000Z,5370,88209544,1555966800000
2019-04-22T22:00:00.000Z,5381,43993125,1555970400000
2019-04-22T23:00:00.000Z,5394.5,41741138,1555974000000
2019-04-23T00:00:00.000Z,5383,40394844,1555977600000
2019-04-23T01:00:00.000Z,5373.5,44876087,1555981200000
2019-04-23T02:00:00.000Z,5380.5,16022184,1555984800000
2019-04-23T03:00:00.000Z,5399.5,44617757,1555988400000
2019-04-23T04:00:00.000Z,5426.5,129139731,1555992000000
2019-04-23T05:00:00.000Z,5512,565037682,1555995600000
2019-04-23T06:00:00.000Z,5535,131207634,1555999200000
2019-04-23T07:00:00.000Z,5530.5,70610771,1556002800000
2019-04-23T08:00:00.000Z,5536,67875507,1556006400000
2019-04-23T09:00:00.000Z,5541,143519730,1556010000000
2019-04-23T10:00:00.000Z,5528.5,101130886,1556013600000
2019-04-23T11:00:00.000Z,5547,59706285,1556017200000
2019-04-23T12:00:00.000Z,5550,71776105,1556020800000
2019-04-23T13:00:00.000Z,5562.5,108685599,1556024400000
2019-04-23T14:00:00.000Z,5570.5,99714406,1556028000000
2019-04-23T15:00:00.000Z,5574.5,68314380,1556031600000
2019-04-23T16:00:00.000Z,5560,98722307,1556035200000
2019-04-23T17:00:00.000Z,5569.5,56781579,1556038800000
2019-04-23T18:00:00.000Z,5580.5,153520248,1556042400000
2019-04-23T19:00:00.000Z,5600,65583925,1556046000000
2019-04-23T20:00:00.000Z,5585.5,76070601,1556049600000
2019-04-23T21:00:00.000Z,5578,69008804,1556053200000
2019-04-23T22:00:00.000Z,5565.5,25312270,1556056800000
2019-04-23T23:00:00.000Z,5555,166041620,1556060400000
2019-04-24T00:00:00.000Z,5529.5,57607396,1556064000000
2019-04-24T01:00:00.000Z,5536,56565193,1556067600000
2019-04-24T02:00:00.000Z,5547.5,216321713,1556071200000
2019-04-24T03:00:00.000Z,5555,44466634,1556074800000
2019-04-24T04:00:00.000Z,5575,57822697,1556078400000
2019-04-24T05:00:00.000Z,5593,126322848,1556082000000
2019-04-24T06:00:00.000Z,5598,81256353,1556085600000
2019-04-24T07:00:00.000Z,5590.5,104390918,1556089200000
2019-04-24T08:00:00.000Z,5463.5,326251911,1556092800000
2019-04-24T09:00:00.000Z,5477,226097385,1556096400000
2019-04-24T10:00:00.000Z,5457.5,74599162,1556100000000
2019-04-24T11:00:00.000Z,5420.5,153674324,1556103600000
2019-04-24T12:00:00.000Z,5430,170764805,1556107200000
2019-04-24T13:00:00.000Z,5453,88217864,1556110800000
2019-04-24T14:00:00.000Z,5440,86013019,1556114400000
2019-04-24T15:00:00.000Z,5457.5,46708714,1556118000000
2019-04-24T16:00:00.000Z,5455.5,60610697,1556121600000
2019-04-24T17:00:00.000Z,5439,106808575,1556125200000
2019-04-24T18:00:00.000Z,5407,94760889,1556128800000
2019-04-24T19:00:00.000Z,5404,216759534,1556132400000
2019-04-24T20:00:00.000Z,5428,72969173,1556136000000
2019-04-24T21:00:00.000Z,5433.5,40361681,1556139600000
2019-04-24T22:00:00.000Z,5430,41869808,1556143200000
2019-04-24T23:00:00.000Z,5441,20626551,1556146800000
2019-04-25T00:00:00.000Z,5440,38034084,1556150400000
2019-04-25T01:00:00.000Z,5449,45010930,1556154000000
2019-04-25T02:00:00.000Z,5450,22983792,1556157600000
2019-04-25T03:00:00.000Z,5425.5,48235942,1556161200000
2019-04-25T04:00:00.000Z,5436,70564912,1556164800000
2019-04-25T05:00:00.000Z,5424,34951804,1556168400000
2019-04-25T06:00:00.000Z,5423.5,49249634,1556172000000
2019-04-25T07:00:00.000Z,5401.5,109352378,1556175600000
2019-04-25T08:00:00.000Z,5424.5,57001097,1556179200000
2019-04-25T09:00:00.000Z,5421,34136888,1556182800000
2019-04-25T10:00:00.000Z,5414.5,100176081,1556186400000
2019-04-25T11:00:00.000Z,5453.5,115403687,1556190000000
2019-04-25T12:00:00.000Z,5467,78975008,1556193600000
2019-04-25T13:00:00.000Z,5458.5,63213570,1556197200000
2019-04-25T14:00:00.000Z,5457.5,35061175,1556200800000
2019-04-25T15:00:00.000Z,5449.5,63241607,1556204400000
2019-04-25T16:00:00.000Z,5457,44443056,1556208000000
2019-04-25T17:00:00.000Z,5479,64249664,1556211600000
2019-04-25T18:00:00.000Z,5487.5,84010063,1556215200000
2019-04-25T19:00:00.000Z,5492.5,35512881,1556218800000
2019-04-25T20:00:00.000Z,5483.5,68273689,1556222400000
2019-04-25T21:00:00.000Z,5492.5,57578371,1556226000000
2019-04-25T22:00:00.000Z,5389.5,211172488,1556229600000
2019-04-25T23:00:00.000Z,5114,790376745,1556233200000
2019-04-26T00:00:00.000Z,5119.5,204697914,1556236800000
2019-04-26T01:00:00.000Z,5111.5,208284857,1556240400000
2019-04-26T02:00:00.000Z,5137,221058955,1556244000000
2019-04-26T03:00:00.000Z,5221,343255694,1556247600000
2019-04-26T04:00:00.000Z,5199.5,156168850,1556251200000
2019-04-26T05:00:00.000Z,5171.5,169192996,1556254800000
2019-04-26T06:00:00.000Z,5187,92098699,1556258400000
2019-04-26T07:00:00.000Z,5171,184802047,1556262000000
2019-04-26T08:00:00.000Z,5161,78053736,1556265600000
2019-04-26T09:00:00.000Z,5177.5,75366647,1556269200000
2019-04-26T10:00:00.000Z,5169,51852451,1556272800000
2019-04-26T11:00:00.000Z,5160,45263370,1556276400000
2019-04-26T12:00:00.000Z,5156,136792062,1556280000000
